search_string,predict_under_code,line_no,similarity,filepath
"// Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 18 of value (byte) 33 // Fill 2 of value (byte) -87","None",None,None,None
"// Check for a count, i.e., a '.' followed by a number. //","int count = 0;",392,0.9777777777777777,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EModelElementImpl.java
"// Look for trailing count. //","int index = uriFragmentSegment.lastIndexOf(".");",425,0.9583333333333334,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EModelElementImpl.java
"// Look for a matching named element. //","for (Object object : eContents())",446,0.96875,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EModelElementImpl.java
"// return eContainerFeatureID;","@Override",211,0.9629629629629629,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EObjectImpl.java
"// Find the uppermost class loader in the hierarchy that can load the class. //","ClassLoader result = getContextClassLoader();",319,0.984375,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EPackageRegistryImpl.java
"// Fill 6 of value (byte) -87 // Fill 4 of value (byte) 33 // Fill 6 of value (byte) -87","None",None,None,None
"// JControlModel.class is used with classNames that were not found //","classNameToClassMap.put(className, JControlModel.class);",660,0.9827586206896551,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen/src/org/eclipse/emf/codegen/merge/java/JControlModel.java
"// Fill 33 of value (byte) -19 // Fill 7 of value (byte) 33 // Fill 20 of value (byte) -87","None",None,None,None
"// Register with the upper most class loader that's able to load the class. //","return delegateRegistry(result).put(key, value);",348,0.9841269841269841,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EPackageRegistryImpl.java
"// Fill 3 of value (byte) 33 // Fill 3 of value (byte) -19","None",None,None,None
"// This let's us test whether the string exists as a file. // If not, we try as a URI. //","URI uri;",181,0.8103448275862069,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/plugin/EcorePlugin.java
"// ...or if it's a wildcard or group feature.  Also, make it FeatureMap-typed. //","int kind = ExtendedMetaData.INSTANCE.getFeatureKind(eReference);",2235,0.9848484848484849,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.importer.rose/src/org/eclipse/emf/importer/rose/builder/RoseEcoreBuilder.java
"// First try to see if this class has an eInstance  //","String location = element.getAttribute(attributeName);",212,0.975609756097561,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/plugin/RegistryReader.java
"// Try and get the resource selection to determine a current directory for the file dialog. //","if (selection != null && !selection.isEmpty())",301,0.987012987012987,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// Remember the file. //","final IFile modelFile = getModelFile();",120,0.9473684210526315,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// Do the work within an operation. //","WorkspaceModifyOperation operation =",124,0.9666666666666667,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// no authority: use base's","newAuthority = base.authority();",1959,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Create a resource set //","ResourceSet resourceSet = new ResourceSetImpl();",134,0.9523809523809523,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
""/*   * (non-Javadoc)   *    * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getNamespace(org.eclipse.emf.ecore.EPackage)   */"","* @see org.eclipse.emf.mapping.action.AddRootTopAction#getTopsToAdd()",46,0.21875,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping.ecore2ecore.editor/src/org/eclipse/emf/mapping/ecore2ecore/action/AddInputRootAction.java
"// Get the URI of the model file. //","URI fileURI = URI.createPlatformResourceURI(modelFile.getFullPath().toString(), true);",139,0.9629629629629629,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// Returns true if the given value is an archive scheme, as defined by // the org.eclipse.emf.common.util.URI.archiveSchemes system property. // By default, "jar", "zip", and "archive" are considered archives.","return value != null && archiveSchemes.contains(value.toLowerCase());",1541,0.4789915966386555,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// If the feature is a bidirectional reference with a multiplicity-many reverse, a composite reverse, // or a multiplicity-1 reverse that is already set (on value), then we'll switch things around and  // execute this command a little differently, because otherwise it's not undoable. //","@Override",74,0.09448818897637795,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore.ui/src/org/eclipse/emf/codegen/ecore/genmodel/provider/GenBaseItemProvider.java
"// Add the initial model object to the contents. //","EObject rootObject = createInitialModel();",147,0.975609756097561,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// If a sibling has been specified, add the best index possible to each CommandParameter. //","if (sibling != null)",773,0.9868421052631579,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/ItemProviderAdapter.java
"// Save the contents of the resource to the file system. //","Map<Object, Object> options = new HashMap<Object, Object>();",155,0.9787234042553191,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// There are attributes to handle.","}",559,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/xml/type/util/XMLTypeResourceImpl.java
"// Make sure the file ends in ".ecore". //","String requiredExt = EcoreEditorPlugin.INSTANCE.getString("_UI_DynamicInstanceFilenameExtension");",245,0.9696969696969697,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// genPackage can be a broken proxy","{",2936,0.7631578947368421,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore/src/org/eclipse/emf/codegen/ecore/genmodel/impl/GenModelImpl.java
"// Create a page, set the title, and the initial model file name. //","newFileCreationPage = new DynamicModelWizardNewFileCreationPage("Whatever", selection);",291,0.9814814814814815,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// We never directly set a multiplicity-many feature to a list directly.  Instead, we remove the old values // values, move the values that remain, and insert the new values.  If all old values are removed, we'll still // set it to an empty list, or unset it, as appropriate.  //","@Override",74,0.10084033613445378,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore.ui/src/org/eclipse/emf/codegen/ecore/genmodel/provider/GenBaseItemProvider.java
"// Get the resource... //","Object selectedElement = selection.iterator().next();",305,0.95,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// This gives us a directory... //","if (selectedResource instanceof IFolder || selectedResource instanceof IProject)",318,0.9629629629629629,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// Set this for the container. //","newFileCreationPage.setContainerFullPath(selectedResource.getFullPath());",322,0.9615384615384616,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/DynamicModelWizard.java
"// if the relative path is empty or ends in an empty segment, a parent  // reference, or a self reference, add a trailing separator to a // non-empty path","if (sp > 0 &&  (segmentCount == 0 ||",2027,0.6222222222222222,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// This returns a name like employeeNumber formatted like 'Employee Number' // This returns the same as getCapName unless it starts with "is" in which case the "is" is stripped  // This returns the name to be used in accessor method names; it's the same as getCapName, unless this is the key or value of a map entry, for which "Typed" is prepended // This returns the name of the get array-based accessor method for the list feature. // This returns the name of the get accessor method for the feature, i.e., either "is" or "get" is prefixed to getAccessorName","None",None,None,None
"// For a many-to-many association, the command can only be undoable if the value or owner is last in its // respective list, since the undo will include an inverse add.  So, if the value is last, but the owner is // not, we create an undoable compound command that removes from the opposite end and then inserts the new // value. //","EList<?> list = (EList<?>)((EObject)owner).eGet(eReference);",200,0.480225988700565,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/SetCommand.java
"// eVirtualIndexBits[offset] = newIndexBits;","throw new UnsupportedOperationException();",1653,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/BasicEObjectImpl.java
"// If there is no list to add to, no collection or an empty collection from which to add, or the index is out of range... //","if (ownerList == null ||",281,0.9896907216494846,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/AddCommand.java
"// eVirtualValues = newValues;","throw new UnsupportedOperationException();",1773,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/BasicEObjectImpl.java
"// This is package,  // so check the package information if this is in cat file. // If it is, then load the .cat file into the tree thereby traversing it; // otherwise, just traverse the tree. //","RoseNode loadingNode = tree.findNodeWithKey(RoseStrings.IS_LOADED);",94,0.18497109826589594,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.importer.rose/src/org/eclipse/emf/importer/rose/builder/UnitTreeBuilder.java
"// no device: use base's","newDevice = base.device();",1964,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Add a listener to set the most recent command's affected objects to be the selection of the viewer with focus. //","commandStack.addCommandStackListener",783,0.9893617021276596,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/EcoreEditor.java
"// Setting at an index. Make sure the index is valid, the type is valid, and the value isn't already in a // unique feature. Record the old value. //","if (index >= 0 && index < ownerList.size() && eType.isInstance(value) &&",517,0.8235294117647058,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/SetCommand.java
"// since base must be hierarchical, and since a non-hierarchical URI // must have both scheme and opaque part, the complete absolute URI is // needed to resolve to a non-hierarchical URI","if (!isHierarchical()) return this;",2128,0.5446009389671361,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Make sure it's okay. //","if (theSelection != null && !theSelection.isEmpty())",839,0.95,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/EcoreEditor.java
"// If the other end is a many, then we should remove the owner from the old value's opposite feature so that undo will put it back. //","if (oldValue instanceof Collection)",620,0.9905660377358491,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/SetCommand.java
"// Look for a likely plugin name. //","index = encodedPath.indexOf("/org.");",977,0.9642857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore/src/org/eclipse/emf/codegen/ecore/Generator.java
"// Create type parameters","addETypeParameter(eeListEDataType, "E");",2103,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/impl/EcorePackageImpl.java
"//if found "no data" just return null","b1 = base64Alphabet[d1];",309,0.8493150684931506,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/xml/type/internal/DataValue.java
"// If it's a platform plugin URI, include it in the map. //","URI genModelLocation = entry.getValue();",630,0.9782608695652174,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.importer.java/src/org/eclipse/emf/importer/java/builder/JavaEcoreBuilder.java
"// Keep track of all the entry features that are already in the feature map and that will be added, excluding // XML text, CDATA, and comments (if we're in a mixed type). //","documentRoot = ExtendedMetaData.INSTANCE.getDocumentRoot(eClass.getEPackage()) == eClass;",304,0.777292576419214,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/AddCommand.java
"// else keep authority, device, path, and query","// always keep fragment, even if null, and use scheme from base;",1987,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Determine the values to be added and add them at the right position. //","List<Object> addedValues = new BasicEList.FastCompare<Object>(values);",155,0.9830508474576272,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/SetCommand.java
"// note: it's okay for two URIs to share a segments array, since // neither will ever modify it","if (authority == null)",1954,0.8062015503875969,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Find the fragment root so that we can generate to the right location (by default). //","IPath targetFragmentRoot = project.getFullPath();",510,0.9859154929577465,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.importer.java/src/org/eclipse/emf/importer/java/builder/JavaEcoreBuilder.java
""/*   * Returns the base portion of the dynamic template path.   */"","private List<String> getBaseTemplatePath()",474,0.94,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore/src/org/eclipse/emf/codegen/ecore/generator/AbstractGeneratorAdapter.java
""/*   * (non-Javadoc)   *    * @see org.eclipse.ui.IActionDelegate#run(org.eclipse.jface.action.IAction)   */"","* @see org.eclipse.emf.mapping.action.AddRootTopAction#getTopsToAdd()",46,0.25925925925925924,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping.ecore2ecore.editor/src/org/eclipse/emf/mapping/ecore2ecore/action/AddInputRootAction.java
"// Remember it. //","currentViewer = viewer;",986,0.9285714285714286,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/EcoreEditor.java
"// Either delegate the call or return nothing. //","structuredItemContentProvider != null ?",435,0.975,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/AdapterFactoryItemDelegator.java
"// Now we could check that the adapter implements interface ITableItemFontProvider. //","if (tableItemFontProvider  != null)",294,0.9864864864864865,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/AdapterFactoryItemDelegator.java
"// It's okay for there not be a precompiled template, so fail quietly.","}",519,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore/src/org/eclipse/emf/codegen/ecore/generator/AbstractGeneratorAdapter.java
"// We don't need to encode here because the only platform resource URIs in the map are for projects // whose names are the same as corresponding plug-in IDs, and hence never need to be encoded // (see EcorePlugin.computePlatformResourceToPlatformPluginMap()). //","resourceSet.getURIConverter().getURIMap().remove(URI.createPlatformResourceURI(getModelProjectName() + "/", false));",654,0.5328947368421053,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.importer/src/org/eclipse/emf/importer/ModelImporter.java
"// There must be at least one match. //","if (result.length() == 0)",718,0.9666666666666667,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen/src/org/eclipse/emf/codegen/merge/java/JMerger.java
""/*     * (non-Javadoc) Method declared on Dialog.     */"","* @see org.eclipse.emf.mapping.action.AddRootTopAction#getTopsToAdd()",46,0.49122807017543857,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping.ecore2ecore.editor/src/org/eclipse/emf/mapping/ecore2ecore/action/AddInputRootAction.java
"// GenTypeParameter","None",None,None,None
"// This implements the following order of preference: //   1. full refresh and update //   2. full refresh (add update if necessary) //   3. refresh element with update //   4. refresh element (if necessary) //   5. update element //","if (n1.getElement() == null && n1.isLabelUpdate())",372,0.39826839826839827,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit.ui/src/org/eclipse/emf/edit/ui/provider/AdapterFactoryContentProvider.java
"// GenTypedElement","None",None,None,None
"// The try/catch provides backwards compatibility with the old resource // key, "_UI_CreateChild_label", and should be removed at the next // release, when we can expect users to regenerate. //","// release, when we can expect users to do a regen.",1643,0.5486725663716814,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/ItemProviderAdapter.java
"// EATM Color startColor = display.getSystemColor(SWT.COLOR_LIST_SELECTION);","Color startColor = display.getSystemColor(SWT.COLOR_LIST_BACKGROUND);",782,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit.ui/src/org/eclipse/emf/edit/ui/celleditor/AdapterFactoryTableTreeEditor.java
"//GenRuntimeVersion","None",None,None,None
"// These will be the children belonging to this feature. //","Collection<Object> childrenOfThisFeature = new ArrayList<Object>();",1224,0.9791666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/ItemProviderAdapter.java
"//GenModelPackage","None",None,None,None
"// There is no executable command, so we'd better nix the whole deal. //","event.detail = DND.DROP_NONE;",333,0.9827586206896551,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit.ui/src/org/eclipse/emf/edit/ui/dnd/EditingDomainViewerDropAdapter.java
"// this returns either "attribute", "attribute list", "reference", or "reference list"","boolean isReferenceType();",384,0.8685714285714285,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore/src/org/eclipse/emf/codegen/ecore/genmodel/GenFeature.java
"// Do the encoding. //","commandCreationRecord.encode(createEncoder());",100,0.9411764705882353,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping/src/org/eclipse/emf/mapping/command/PersistentCommandStack.java
"// Get the target object from the item widget and the mouse location in it. //","Object target = extractDropTarget(event.item);",273,0.9838709677419355,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit.ui/src/org/eclipse/emf/edit/ui/dnd/EditingDomainViewerDropAdapter.java
"// add variable fragment to new declaration","ListRewrite newListRewrite = rewriter.getListRewrite(newDeclaration, FieldDeclaration.FRAGMENTS_PROPERTY);",512,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen/src/org/eclipse/emf/codegen/merge/java/facade/ast/ASTJField.java
"// Determine if we can create a valid command at the current location. //","boolean valid = false;",278,0.9830508474576272,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit.ui/src/org/eclipse/emf/edit/ui/dnd/EditingDomainViewerDropAdapter.java
"// Load the resource through the editing domain. //","resource = editingDomain.getResourceSet().getResource(resourceURI, true);",1067,0.9761904761904762,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.editor/src/org/eclipse/emf/ecore/presentation/EcoreEditor.java
""/*   * (non-Javadoc)   *    * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getType(org.eclipse.emf.ecore.EPackage,   *      java.lang.String)   */"","* @see org.eclipse.emf.mapping.action.AddRootTopAction#getTopsToAdd()",46,0.19858156028368795,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping.ecore2ecore.editor/src/org/eclipse/emf/mapping/ecore2ecore/action/AddInputRootAction.java
""/** * <!-- begin-user-doc --> * The <b>Adapter Factory</b> for the model. * It provides an adapter <code>createXXX</code> method for each class of the model. * <!-- end-user-doc --> * @see org.eclipse.emf.mapping.ecore2xml.Ecore2XMLPackage * @generated */"","public class FeatureMapEntryItemProvider",43,0.17959183673469387,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.change.edit/src/org/eclipse/emf/ecore/change/provider/FeatureMapEntryItemProvider.java
"// Otherwise, the source should be available now as event.data, and we // can create the command. //","source = extractDragSource(event.data);",220,0.8309859154929577,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit.ui/src/org/eclipse/emf/edit/ui/dnd/EditingDomainViewerDropAdapter.java
"// Either the IEditingDomainItemProvider or ITreeItemContentProvider item provider interface can give us // the children. //","* This keeps track of the factory used to generate the adapters.",45,0.3609022556390977,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/AdapterFactoryItemDelegator.java
""/** * <!-- begin-user-doc --> * The <b>Switch</b> for the model's inheritance hierarchy. * It supports the call {@link #doSwitch(EObject) doSwitch(object)} * to invoke the <code>caseXXX</code> method for each class of the model, * starting with the actual class of the object * and proceeding up the inheritance hierarchy * until a non-null result is returned, * which is the result of the switch. * <!-- end-user-doc --> * @see org.eclipse.emf.mapping.ecore2xml.Ecore2XMLPackage * @generated */"","public class FeatureMapEntryItemProvider",43,0.09865470852017937,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore.change.edit/src/org/eclipse/emf/ecore/change/provider/FeatureMapEntryItemProvider.java
"//GenModelFactory","None",None,None,None
"// current document reference: keep no path or query","newAbsolutePath = false;",2159,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Ignore if there is not substantial change. //","Object oldValue = sourceGetMethod.invoke(targetNode, NO_ARGUMENTS);",744,0.9743589743589743,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen/src/org/eclipse/emf/codegen/merge/java/JMerger.java
"// lower all except the last upper case character if there are // more than one upper case characters in the beginning. // e.g. XSDElementContent -> xsdElementContent // However if the whole string is upper case, the whole string // is turned into lower case. // e.g. CPU -> cpu","if (name.length() == 0)",411,0.36428571428571427,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen/src/org/eclipse/emf/codegen/util/CodeGenUtil.java
"// Look for each unwrapped object as a value of a wrapper, replacing it with the first one found. //","for (ListIterator<Object> i = result.listIterator(); i.hasNext(); )",2948,0.9875,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/provider/ItemProviderAdapter.java
"// GenAnnotation","None",None,None,None
"// It must be an unsettable feature to be empty and considered set. //","copyList.clear();",232,0.9821428571428571,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/InitializeCopyCommand.java
"// matching authorities and no device or path removal","newAuthority = null;",2142,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// always keep fragment, even if null, and use scheme from base; // no validation needed since all components are from existing URIs","return new URI(true, base.scheme(), newAuthority, newDevice,",1989,0.6503067484662577,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.common/src/org/eclipse/emf/common/util/URI.java
"// Check to see if a container is being put into a contained object. //","containment |= feature instanceof EReference && ((EReference)feature).isContainment();",372,0.9821428571428571,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/AddCommand.java
"//(new AddCommand(domain, mapping, mapping.ePackageMapping().getMapping_Nested(), siblingsToReparent));","(new AddCommand(domain, mapping, MappingPackage.eINSTANCE.getMapping_Nested(), siblingsToReparent));",166,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping/src/org/eclipse/emf/mapping/command/AddMappingCommand.java
"// // Static initialization //","static {",932,0.9166666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.ecore/src/org/eclipse/emf/ecore/xml/type/internal/DataValue.java
"/* Trick to import java.util.* without warnings */","stringBuffer.append(TEXT_1);",200,0.4174757281553398,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.codegen.ecore/src/org/eclipse/emf/codegen/ecore/templates/edit/ItemProviderAdapterFactory.java
"// Do allow an existing MANIFEST.MF to be overwritten, since it may have been created as part of an empty EMF project. // Use the existence of a plugin.xml as a guard against overwriting in a project that has already been generated. //","None",None,None,None
"// If there isn't an executable command we should maybe try a copy operation, but only if we're allowed and not doing a link. //","if (!result && operation != DROP_COPY && operation != DROP_LINK && (operations & DROP_COPY) != 0)",431,0.9902912621359223,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.edit/src/org/eclipse/emf/edit/command/DragAndDropCommand.java
""/*     * The type string must be qualified by its package uri, e.g. DTD.xmi:DTDElement.     * The package uri is used to look up the package by calling RefRegister.getPackage(uri).     */"","topToBottomTypeTable.put(topType, bottomType);",237,0.6267281105990783,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/plugins/org.eclipse.emf.mapping/src/org/eclipse/emf/mapping/domain/PluginAdapterFactoryMappingDomain.java
